,dates,home_vs_away,venue,competition,final_score,goal_events,card_events
382,Op vrijdag 27 augustus,Speelde Fortuna Sittard thuis tegen RKC Waalwijk,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Fortuna Sittard en RKC Waalwijk hebben gelijk gespeeld met 2-2,"S. Baghdadi scoorde voor Fortuna Sittard in de 1e helft in minuut 23, M. Kramer scoorde voor RKC Waalwijk in de 1e helft in minuut 38, M. Kramer scoorde voor RKC Waalwijk in de 2e helft in minuut 55, M. Seuntjens scoorde voor Fortuna Sittard in de 2e helft in minuut 68","J. Odgaard van RKC Waalwijk kreeg in de 1e helft in minuut 12 een gele kaart, M. Angha van Fortuna Sittard kreeg in de 2e helft in minuut 71 een gele kaart"
383,Op zondag 22 augustus,Speelde Vitesse thuis tegen Willem II,in GelreDome,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Willem II wint uit met 0-3 van Vitesse,"K. Okyere Wriedt scoorde voor Willem II in de 1e helft in minuut 18, C. Nunnely scoorde voor Willem II in de 1e helft in minuut 36, W. Spieringhs scoorde voor Willem II in de 2e helft in minuut 82","D. Oroz van Vitesse kreeg in de 1e helft in minuut 24 een gele kaart, U. Jenssen van Willem II kreeg in de 1e helft in minuut 28 een gele kaart, M. Bero van Vitesse kreeg in de 2e helft in minuut 55 een gele kaart, O. Tannane van Vitesse kreeg in de 2e helft in minuut 65 een gele kaart, E. Kabangu van Willem II kreeg in de 2e helft in minuut 71 een gele kaart, M. Wittek van Vitesse kreeg in de 2e helft in minuut 78 een gele kaart"
384,Op zondag 22 augustus,Speelde Feyenoord thuis tegen Go Ahead Eagles,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Feyenoord wint thuis met 2-0 van Go Ahead Eagles,"B. Linssen scoorde voor Feyenoord in de 2e helft in minuut 60, B. Linssen scoorde voor Feyenoord in de 2e helft in minuut 87","B. Kuipers van Go Ahead Eagles kreeg in de 2e helft in minuut 78 een gele kaart, W. Burger van Feyenoord kreeg in de 2e helft in minuut 84 een gele kaart"
385,Op zondag 22 augustus,Speelde FC Twente thuis tegen Ajax,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",FC Twente en Ajax hebben gelijk gespeeld met 1-1,"S. Haller scoorde voor Ajax in de 2e helft in minuut 52, R. Pröpper scoorde voor Twente in de 2e helft in minuut 87","Q. Menig van Twente kreeg in de 1e helft in minuut 10 een gele kaart, D. Klaassen van Ajax kreeg in de 1e helft in minuut 17 een gele kaart, S. Haller van Ajax kreeg in de 2e helft in minuut 55 een gele kaart"
386,Op zaterdag 21 augustus,Speelde FC Groningen thuis tegen FC Utrecht,in Euroborg,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",FC Groningen en FC Utrecht hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,"Q. Timber van Utrecht kreeg in de 1e helft in minuut 45 een gele kaart, N. Kasanwirjo van Groningen kreeg in de 2e helft in minuut 57 een gele kaart, H. ter Avest van Utrecht kreeg in de 2e helft in minuut 57 een gele kaart, A. Matusiwa van Groningen kreeg in de 2e helft in minuut 74 een gele kaart, T. Suslov van Groningen kreeg in de 2e helft in minuut 75 een gele kaart, G. Kerk van Utrecht kreeg in de 2e helft in minuut 75 een gele kaart, W. Janssen van Utrecht kreeg in de 2e helft in minuut 88 een gele kaart"
387,Op zaterdag 21 augustus,Speelde PSV thuis tegen SC Cambuur Leeuwarden,in Philips Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 4-1 van SC Cambuur Leeuwarden,"D. Pröpper scoorde voor PSV in de 1e helft in minuut 18, E. Zahavi scoorde voor PSV in de 1e helft in minuut 21, N. Madueke scoorde voor PSV in de 2e helft in minuut 48, A. Bangura scoorde voor Cambuur in de 2e helft in minuut 66, O. Boscagli scoorde voor PSV in de 2e helft in minuut 94",C. Mac-Intosch van Cambuur kreeg in de 1e helft in minuut 31 een gele kaart
388,Op zaterdag 21 augustus,Speelde Sparta Rotterdam thuis tegen Heracles Almelo,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Sparta Rotterdam en Heracles Almelo hebben gelijk gespeeld met 1-1,"B. Vriends scoorde voor Sparta Rotterdam in de 1e helft in minuut 40, D. Burgzorg scoorde voor Heracles in de 2e helft in minuut 77","R. Vloet van Heracles kreeg in de 1e helft in minuut 21 een gele kaart, V. van Crooij van Sparta Rotterdam kreeg in de 2e helft in minuut 52 een gele kaart, N. Fadiga van Heracles kreeg in de 2e helft in minuut 95 een gele kaart"
389,Op zaterdag 21 augustus,Speelde sc Heerenveen thuis tegen RKC Waalwijk,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",sc Heerenveen wint thuis met 3-2 van RKC Waalwijk,"H. Veerman scoorde voor Heerenveen in de 1e helft in minuut 14, T. Halilović scoorde voor Heerenveen in de 1e helft in minuut 31, H. Veerman scoorde voor Heerenveen in de 1e helft in minuut 44, J. Odgaard scoorde voor RKC Waalwijk in de 2e helft in minuut 68, R. van der Venne scoorde voor RKC Waalwijk in de 2e helft in minuut 89","A. Touba van RKC Waalwijk kreeg in de 1e helft in minuut 13 een gele kaart, R. van der Venne van RKC Waalwijk kreeg in de 1e helft in minuut 43 een gele kaart, M. Kramer van RKC Waalwijk kreeg in de 2e helft in minuut 50 een gele kaart, M. van Ewijk van Heerenveen kreeg in de 2e helft in minuut 76 een gele kaart"
390,Op vrijdag 20 augustus,Speelde N.E.C. thuis tegen PEC Zwolle,in Goffertstadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",N.E.C. wint thuis met 2-0 van PEC Zwolle,"A. Akman scoorde voor NEC in de 1e helft in minuut 4, J. Okita scoorde voor NEC in de 1e helft in minuut 42","M. Duelund van NEC kreeg in de 1e helft in minuut 18 een gele kaart, J. Okita van NEC kreeg in de 1e helft in minuut 36 een gele kaart, P. Clement van PEC Zwolle kreeg in de 2e helft in minuut 53 een gele kaart, B. van Rooij van NEC kreeg in de 2e helft in minuut 54 een gele kaart, S. El Karouani van NEC kreeg in de 2e helft in minuut 73 een gele kaart, E. Reijnders van PEC Zwolle kreeg in de 2e helft in minuut 82 een gele kaart, T. van den Belt van PEC Zwolle kreeg in de 2e helft in minuut 85 een gele kaart, S. Kersten van PEC Zwolle kreeg in de 2e helft in minuut 88 een rode kaart"
391,Op zondag 15 augustus,Speelde Willem II thuis tegen Feyenoord,in Koning Willem II Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Feyenoord wint uit met 0-4 van Willem II,"B. Linssen scoorde voor Feyenoord in de 1e helft in minuut 17, L. Sinisterra scoorde voor Feyenoord in de 1e helft in minuut 25, G. Til scoorde voor Feyenoord in de 2e helft in minuut 48, N. Bannis scoorde voor Feyenoord in de 2e helft in minuut 92","E. Bergström van Willem II kreeg in de 2e helft in minuut 59 een rode kaart, M. Köhlert van Willem II kreeg in de 2e helft in minuut 76 een gele kaart"
392,Op zondag 15 augustus,Speelde FC Utrecht thuis tegen Sparta Rotterdam,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",FC Utrecht wint thuis met 4-0 van Sparta Rotterdam,"A. Maher scoorde voor Utrecht in de 1e helft in minuut 2, M. van der Maarel scoorde voor Utrecht in de 2e helft in minuut 65, T. Douvikas scoorde voor Utrecht in de 2e helft in minuut 75, Simon Gustafson scoorde voor Utrecht in de 2e helft in minuut 93","M. van der Maarel van Utrecht kreeg in de 2e helft in minuut 51 een gele kaart, A. Harroui van Sparta Rotterdam kreeg in de 2e helft in minuut 55 een gele kaart, V. van Crooij van Sparta Rotterdam kreeg in de 2e helft in minuut 59 een gele kaart, B. Vriends van Sparta Rotterdam kreeg in de 2e helft in minuut 92 een gele kaart"
393,Op zondag 15 augustus,Speelde PEC Zwolle thuis tegen Vitesse,in MAC³PARK Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Vitesse wint uit met 0-1 van PEC Zwolle,N. Frederiksen scoorde voor Vitesse in de 1e helft in minuut 20,"M. Bero van Vitesse kreeg in de 1e helft in minuut 31 een gele kaart, T. Buitink van Vitesse kreeg in de 2e helft in minuut 72 een gele kaart"
394,Op zondag 15 augustus,Speelde SC Cambuur Leeuwarden thuis tegen FC Groningen,in Cambuur Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",FC Groningen wint uit met 1-2 van SC Cambuur Leeuwarden,"A. El Messaoudi scoorde voor Groningen in de 1e helft in minuut 33, R. Maulun scoorde voor Cambuur in de 2e helft in minuut 68, J. Strand Larsen scoorde voor Groningen in de 2e helft in minuut 93",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
395,Op zaterdag 14 augustus,Speelde Ajax thuis tegen N.E.C.,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Ajax wint thuis met 5-0 van N.E.C.,"S. Haller scoorde voor Ajax in de 1e helft in minuut 6, N. Mazraoui scoorde voor Ajax in de 1e helft in minuut 10, B. van Rooij scoorde voor NEC in de 1e helft in minuut 14, D. Tadić scoorde voor Ajax in de 1e helft in minuut 20, D. Tadić scoorde voor Ajax in de 1e helft in minuut 39",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
396,Op zaterdag 14 augustus,Speelde Fortuna Sittard thuis tegen FC Twente,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint thuis met 2-1 van FC Twente,"R. van Wolfswinkel scoorde voor Twente in de 1e helft in minuut 36, M. Seuntjens scoorde voor Fortuna Sittard in de 2e helft in minuut 61, T. Lake scoorde voor Fortuna Sittard in de 2e helft in minuut 81",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
397,Op zaterdag 14 augustus,Speelde Heracles Almelo thuis tegen PSV,in Erve Asito,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",PSV wint uit met 0-2 van Heracles Almelo,"Bruma scoorde voor PSV in de 1e helft in minuut 40, N. Madueke scoorde voor PSV in de 2e helft in minuut 64","N. Fadiga van Heracles kreeg in de 1e helft in minuut 26 een gele kaart, Mauro Júnior van PSV kreeg in de 1e helft in minuut 30 een gele kaart, G. Quagliata van Heracles kreeg in de 2e helft in minuut 66 een gele kaart, André Ramalho van PSV kreeg in de 2e helft in minuut 76 een gele kaart"
398,Op zaterdag 14 augustus,Speelde RKC Waalwijk thuis tegen AZ,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",RKC Waalwijk wint thuis met 1-0 van AZ,M. Kramer scoorde voor RKC Waalwijk in de 1e helft in minuut 45,"A. Guðmundsson van AZ kreeg in de 2e helft in minuut 75 een gele kaart, Y. Sugawara van AZ kreeg in de 2e helft in minuut 89 een gele kaart"
399,Op vrijdag 13 augustus,Speelde Go Ahead Eagles thuis tegen sc Heerenveen,in De Adelaarshorst,"De wedstrijd werd gespeeld in de 2021-22 Eredivisie, Regulier seizoen competitie",sc Heerenveen wint uit met 0-1 van Go Ahead Eagles,T. Halilović scoorde voor Heerenveen in de 1e helft in minuut 7,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
400,Op zondag 25 april,Speelde Feyenoord thuis tegen Vitesse,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Feyenoord en Vitesse hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,"T. Hájek van Vitesse kreeg in de 1e helft in minuut 3 een gele kaart, J. Toornstra van Feyenoord kreeg in de 1e helft in minuut 26 een gele kaart, M. Wittek van Vitesse kreeg in de 1e helft in minuut 43 een gele kaart, R. Bazoer van Vitesse kreeg in de 1e helft in minuut 44 een gele kaart, S. Tronstad van Vitesse kreeg in de 1e helft in minuut 46 een gele kaart, S. Berghuis van Feyenoord kreeg in de 2e helft in minuut 75 een rode kaart, T. Malacia van Feyenoord kreeg in de 2e helft in minuut 91 een gele kaart"
401,Op zondag 25 april,Speelde FC Twente thuis tegen FC Utrecht,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Utrecht wint uit met 1-2 van FC Twente,"Danilo scoorde voor Twente in de 1e helft in minuut 28, S. van de Streek scoorde voor Utrecht in de 2e helft in minuut 49, G. Kerk scoorde voor Utrecht in de 2e helft in minuut 55","E. Elia van Utrecht kreeg in de 1e helft in minuut 21 een gele kaart, J. Drommel van Twente kreeg in de 2e helft in minuut 59 een gele kaart, K. Pierie van Twente kreeg in de 2e helft in minuut 61 een gele kaart, J. Oosterwolde van Twente kreeg in de 2e helft in minuut 61 een gele kaart, W. Janssen van Utrecht kreeg in de 2e helft in minuut 62 een gele kaart, M. van der Maarel van Utrecht kreeg in de 2e helft in minuut 80 een gele kaart"
402,Op zondag 25 april,Speelde Ajax thuis tegen AZ,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax wint thuis met 2-0 van AZ,"D. Klaassen scoorde voor Ajax in de 2e helft in minuut 66, D. Klaassen scoorde voor Ajax in de 2e helft in minuut 90",J. Karlsson van AZ kreeg in de 1e helft in minuut 42 een gele kaart
403,Op zondag 25 april,Speelde ADO Den Haag thuis tegen Fortuna Sittard,in Bingoal Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint uit met 0-3 van ADO Den Haag,"Z. Flemming scoorde voor Fortuna Sittard in de 1e helft in minuut 39, S. Polter scoorde voor Fortuna Sittard in de 2e helft in minuut 48, T. Tekie scoorde voor Fortuna Sittard in de 2e helft in minuut 77","G. Cox van Fortuna Sittard kreeg in de 1e helft in minuut 30 een gele kaart, M. Vejinović van ADO Den Haag kreeg in de 2e helft in minuut 61 een gele kaart"
404,Op zondag 25 april,Speelde FC Emmen thuis tegen Heracles Almelo,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Emmen wint thuis met 3-1 van Heracles Almelo,"M. de Leeuw scoorde voor Emmen in de 2e helft in minuut 58, R. Vloet scoorde voor Heracles in de 2e helft in minuut 82, M. de Leeuw scoorde voor Emmen in de 2e helft in minuut 89, M. de Leeuw scoorde voor Emmen in de 2e helft in minuut 91","L. de la Torre van Heracles kreeg in de 1e helft in minuut 36 een gele kaart, M. Verrips van Emmen kreeg in de 2e helft in minuut 82 een gele kaart"
405,Op zaterdag 24 april,Speelde PSV thuis tegen FC Groningen,in Philips Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 1-0 van FC Groningen,E. Zahavi scoorde voor PSV in de 2e helft in minuut 64,"M. te Wierik van Groningen kreeg in de 2e helft in minuut 59 een gele kaart, W. Dammers van Groningen kreeg in de 2e helft in minuut 62 een gele kaart, D. Dumfries van PSV kreeg in de 2e helft in minuut 72 een gele kaart, Alessio Da Cruz van Groningen kreeg in de 2e helft in minuut 76 een gele kaart"
406,Op zaterdag 24 april,Speelde Sparta Rotterdam thuis tegen VVV-Venlo,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Sparta Rotterdam wint thuis met 2-0 van VVV-Venlo,"L. Duarte scoorde voor Sparta Rotterdam in de 1e helft in minuut 41, B. Smeets scoorde voor Sparta Rotterdam in de 2e helft in minuut 67","B. Smeets van Sparta Rotterdam kreeg in de 1e helft in minuut 45 een gele kaart, D. Post van VVV kreeg in de 2e helft in minuut 56 een gele kaart, V. van Crooij van VVV kreeg in de 2e helft in minuut 70 een gele kaart, T. Beugelsdijk van Sparta Rotterdam kreeg in de 2e helft in minuut 76 een gele kaart, A. Donis van VVV kreeg in de 2e helft in minuut 77 een gele kaart, Z. Machach van VVV kreeg in de 2e helft in minuut 90 een gele kaart"
407,Op zaterdag 24 april,Speelde sc Heerenveen thuis tegen PEC Zwolle,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PEC Zwolle wint uit met 0-2 van sc Heerenveen,"P. Clement scoorde voor PEC Zwolle in de 1e helft in minuut 28, B. van Polen scoorde voor PEC Zwolle in de 2e helft in minuut 68","B. van Polen van PEC Zwolle kreeg in de 1e helft in minuut 18 een gele kaart, K. Paal van PEC Zwolle kreeg in de 2e helft in minuut 56 een gele kaart, S. de Jong van Heerenveen kreeg in de 2e helft in minuut 79 een gele kaart"
408,Op vrijdag 23 april,Speelde Willem II thuis tegen RKC Waalwijk,in Koning Willem II Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Willem II wint thuis met 1-0 van RKC Waalwijk,V. Pavlidis scoorde voor Willem II in de 2e helft in minuut 54,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
409,Op donderdag 22 april,Speelde Ajax thuis tegen FC Utrecht,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax en FC Utrecht hebben gelijk gespeeld met 1-1,"Simon Gustafson scoorde voor Utrecht in de 1e helft in minuut 13, E. Álvarez scoorde voor Ajax in de 2e helft in minuut 70","M. Kudus van Ajax kreeg in de 2e helft in minuut 53 een gele kaart, N. Tagliafico van Ajax kreeg in de 2e helft in minuut 87 een gele kaart"
410,Op zondag 11 april,Speelde RKC Waalwijk thuis tegen Ajax,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax wint uit met 0-1 van RKC Waalwijk,S. Haller scoorde voor Ajax in de 1e helft in minuut 14,"E. Álvarez van Ajax kreeg in de 1e helft in minuut 39 een gele kaart, Lisandro Martínez van Ajax kreeg in de 2e helft in minuut 72 een gele kaart"
411,Op zondag 11 april,Speelde VVV-Venlo thuis tegen PSV,in Covebo Stadion - De Koel -,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PSV wint uit met 0-2 van VVV-Venlo,"C. Gakpo scoorde voor PSV in de 1e helft in minuut 13, D. Malen scoorde voor PSV in de 2e helft in minuut 59",G. Giakoumakis van VVV kreeg in de 2e helft in minuut 65 een gele kaart
412,Op zondag 11 april,Speelde FC Utrecht thuis tegen Feyenoord,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Feyenoord wint uit met 1-2 van FC Utrecht,"L. Fer scoorde voor Feyenoord in de 1e helft in minuut 13, Simon Gustafson scoorde voor Utrecht in de 1e helft in minuut 27, S. Berghuis scoorde voor Feyenoord in de 2e helft in minuut 57",Eric Botteghin van Feyenoord kreeg in de 1e helft in minuut 35 een gele kaart
